epoch,beam1_deg,beam2_deg,beam3_deg,beam4_deg,energy1,energy2,energy3,energy4,dominant_beam,dominance_ratio
1788692827.4008684,142.84079796160884,190.39193292545562,151.03654685238223,142.84079796160884,4021356.25,0.0,2097149.75,4021356.25,1,1.0
1788692827.5436347,142.84460920716572,190.39193292545562,91.43508672080037,142.84460920716572,0.0,0.0,0.0,0.0,1,0.0
1788692827.7071333,142.84460920716572,190.39193292545562,177.6700225773899,142.84460920716572,0.0,0.0,0.0,0.0,1,0.0
1788692827.8500383,142.84460920716572,190.39193292545562,96.5834306001567,142.84460920716572,0.0,0.0,0.0,0.0,1,0.0
1788692827.9931679,142.84460920716572,190.39193292545562,99.71613784411807,142.84460920716572,0.0,0.0,0.0,0.0,1,0.0
1788692828.1360314,142.84460920716572,190.39193292545562,75.2425865007219,142.84460920716572,0.0,0.0,0.0,0.0,1,0.0
1788692828.2789047,142.84460920716572,190.39193292545562,160.00200342110273,142.84460920716572,0.0,0.0,0.0,0.0,1,0.0
1788692828.4217844,142.84460920716572,190.39193292545562,77.84130955537167,142.84460920716572,0.0,0.0,0.0,0.0,1,0.0
1788692828.5646815,142.84460920716572,190.39193292545562,96.62641298060359,142.84460920716572,0.0,0.0,0.0,0.0,1,0.0
1788692828.7283154,142.84460920716572,190.39193292545562,79.768939203311,142.84460920716572,0.0,0.0,0.0,0.0,1,0.0
1788692828.8711834,142.84460920716572,190.39193292545562,87.64848448645867,142.84460920716572,0.0,0.0,0.0,0.0,1,0.0
1788692829.034961,142.84460920716572,190.39193292545562,228.2548680233679,228.2548680233679,0.0,0.0,746323.75,746323.75,3,1.0
1788692829.177884,142.84460920716572,242.34226979030257,242.84887858142076,242.84887858142076,0.0,1246606.75,3695105.0,3695105.0,3,1.0
1788692829.3208249,142.84460920716572,242.34117696003537,245.80148739734724,245.80148739734724,0.0,1962318.125,2131601.75,2131601.75,3,1.0
1788692829.4635742,142.84460920716572,242.34117696003537,246.26238856253968,246.26238856253968,0.0,736381.625,760160.375,760160.375,3,1.0
1788692829.606463,142.84460920716572,242.34117696003537,250.13180001037864,242.34117696003537,0.0,513149.1875,648488.5,513149.1875,3,1.2637426226071926
1788692829.7699687,142.84460920716572,242.34117696003537,249.1279807684402,242.34117696003537,0.0,2169519.75,3952368.0,2169519.75,3,1.821770924187254
1788692829.9130971,142.84460920716572,242.34117696003537,249.3423121045952,242.34117696003537,0.0,0.0,0.0,0.0,1,0.0
1788692830.0559928,142.84460920716572,242.34117696003537,250.78427432141163,250.78427432141163,0.0,389704.625,1025684.5,1025684.5,3,1.0
1788692830.1991348,142.84460920716572,242.34117696003537,250.5368029074037,250.5368029074037,0.0,570548.5,1058324.875,1058324.875,3,1.0
1788692830.3627484,142.84460920716572,242.34117696003537,250.35984636638702,250.35984636638702,0.0,214451.15625,379014.4375,379014.4375,3,1.0
1788692830.5054998,142.84460920716572,242.34117696003537,251.60728479564148,251.60728479564148,0.0,69845.0078125,819911.1875,819911.1875,3,1.0
1788692830.6485038,142.84460920716572,242.34117696003537,249.999840755614,242.34117696003537,0.0,1958688.25,2235292.5,1958688.25,3,1.1412191296904957
1788692830.7913907,142.84460920716572,242.71344959055776,248.76991493139147,242.71344959055776,0.0,342023.6875,621676.25,342023.6875,3,1.8176409199728307
1788692830.934663,142.84460920716572,242.71344959055776,91.52237653839313,91.52237653839313,0.0,0.0,0.0,0.0,1,0.0
1788692831.0982802,142.84460920716572,242.71344959055776,246.5872596802222,242.71344959055776,0.0,2632827.5,3312866.5,2632827.5,3,1.2582922732309656
1788692831.241153,142.84460920716572,242.49422783895702,248.89466150639257,242.49422783895702,0.0,1008519.625,1270532.25,1008519.625,3,1.2597992329598942
1788692831.383948,142.84460920716572,242.86259360127414,248.46812985310362,242.86259360127414,0.0,2330872.0,2922857.5,2330872.0,3,1.2539759798049828
1788692831.5268033,142.84460920716572,242.2812898613927,245.26979815159677,242.2812898613927,0.0,6736707.0,7793942.0,6736707.0,3,1.1569364676243155
1788692831.690419,142.84460920716572,242.2783938611846,249.1004414457067,242.2783938611846,0.0,1869669.625,2243688.0,1869669.625,3,1.2000451684077609
1788692831.8333035,142.84460920716572,242.94094953143252,250.18409193866427,242.94094953143252,0.0,428251.5,2491781.75,428251.5,3,5.818500927609127
1788692831.976446,142.84460920716572,242.94094953143252,249.53194547671143,242.94094953143252,0.0,102031.109375,216252.09375,102031.109375,3,2.119472140160683
1788692832.119315,142.84460920716572,242.94094953143252,249.4457211686292,242.94094953143252,0.0,975555.875,1371294.25,975555.875,3,1.4056542378979575
1788692832.2623277,142.84460920716572,242.94094953143252,250.89891221644112,242.94094953143252,0.0,609312.3125,2938976.75,609312.3125,3,4.823432400276665
1788692832.4258447,142.84460920716572,242.94094953143252,249.93820512854379,249.93820512854379,0.0,481016.4375,550225.875,550225.875,3,1.0
